rows_returned,queries_with_project_columns,project_col_time,queries_with_all_star,all_star_time,queries_with_table_star,avg_table_star_time
478,15,85863017.0667,0,0.0000,0,0.0000
479,5,35052135.4000,0,0.0000,0,0.0000
480,15,18177930.6000,0,0.0000,0,0.0000
481,11,28727348.5455,0,0.0000,0,0.0000
482,14,17012202.3571,0,0.0000,0,0.0000
483,6,8237378.6667,0,0.0000,0,0.0000
484,16,20831575.5000,0,0.0000,0,0.0000
485,11,19995061.4545,0,0.0000,0,0.0000
486,17,23946017.2353,0,0.0000,0,0.0000
487,16,46221311.9375,0,0.0000,0,0.0000
488,15,15791767.4000,0,0.0000,0,0.0000
489,29,11423311.6207,0,0.0000,0,0.0000
490,23,30495330.6087,0,0.0000,0,0.0000
491,31,55639638.9032,0,0.0000,0,0.0000
492,38,19638416.9737,0,0.0000,0,0.0000
493,707,8547004.2857,0,0.0000,0,0.0000
494,641,7485437.4680,0,0.0000,0,0.0000
495,137,133098983.0438,0,0.0000,0,0.0000
496,70,18110971.6429,0,0.0000,0,0.0000
497,29,13860829.8966,0,0.0000,0,0.0000
498,39,7450556.8718,0,0.0000,0,0.0000
499,23,15468813.4348,0,0.0000,0,0.0000
500,15335,126143557.3472,0,0.0000,0,0.0000
501,23,25866438.1304,0,0.0000,0,0.0000
502,9,5843923.8889,0,0.0000,0,0.0000
503,6,15607283.0000,0,0.0000,0,0.0000
504,11,9541396.6364,0,0.0000,0,0.0000
505,10,16537869.9000,0,0.0000,0,0.0000
506,22,10587464.5000,0,0.0000,0,0.0000
507,11,15448769.2727,0,0.0000,0,0.0000
508,7,8715580.4286,0,0.0000,0,0.0000
509,13,15821225.7692,0,0.0000,0,0.0000
510,55,8132343.8182,0,0.0000,0,0.0000
511,17,7917680.8421,2,580586.6316,0,0.0000
512,8080,10007934.3655,2,4917.5187,0,0.0000
513,7,6902935.6364,4,3018920.5455,0,0.0000
514,20,9245450.4000,0,0.0000,0,0.0000
515,52,20844216.7500,0,0.0000,0,0.0000
516,54,6468857.6897,4,241139.5345,0,0.0000
517,29,8979428.3548,2,231423.0323,0,0.0000
518,14,3341738.2083,10,1447261.3750,0,0.0000
519,39,9939441.8205,0,0.0000,0,0.0000
520,62,4329941.2097,0,0.0000,0,0.0000
521,5,15847083.0000,0,0.0000,0,0.0000
522,20,23054614.3000,0,0.0000,0,0.0000
523,9,20269392.2222,0,0.0000,0,0.0000
524,3,10695.8629,1295,3343397.4122,0,0.0000
525,10,10155425.3333,2,797877.7500,0,0.0000
526,21,18702686.0000,0,0.0000,0,0.0000
527,8,13200547.2500,0,0.0000,0,0.0000
528,23,6794626.4783,0,0.0000,0,0.0000
529,19,12448192.0000,2,470716.7619,0,0.0000
530,23,15996716.4783,0,0.0000,0,0.0000
531,56,9691772.4776,11,373266.4776,0,0.0000
532,32,9670795.8125,0,0.0000,0,0.0000
533,60,25514940.1667,0,0.0000,0,0.0000
534,18,19152534.7778,0,0.0000,0,0.0000
535,19,36323829.5263,0,0.0000,0,0.0000
536,89,7681822.7582,2,51795.4396,0,0.0000
537,14,11037704.6429,0,0.0000,0,0.0000
538,19,7388259.3158,0,0.0000,0,0.0000
539,24,15484950.0833,0,0.0000,0,0.0000
540,21,7095771.4762,0,0.0000,0,0.0000
541,8,30677930.0000,0,0.0000,0,0.0000
542,4,24570455.0000,0,0.0000,0,0.0000
543,126,21569975.2381,0,0.0000,0,0.0000
544,66,14882927.5522,1,34414.6418,0,0.0000
545,65,10177484.8000,0,0.0000,0,0.0000
546,76,14821260.9868,0,0.0000,0,0.0000
547,60,12842180.5333,0,0.0000,0,0.0000
548,49,15120573.9388,0,0.0000,0,0.0000
549,49,12622440.4490,0,0.0000,0,0.0000
550,30,10425654.4667,0,0.0000,0,0.0000
551,15,12238572.8000,0,0.0000,0,0.0000
552,14,38724077.5882,3,805211.3529,0,0.0000
553,110,12344592.3554,11,288946.7190,0,0.0000
554,53,71569877.1698,0,0.0000,0,0.0000
555,34,34237617.8824,0,0.0000,0,0.0000
556,29,14335328.8276,0,0.0000,0,0.0000
557,25,26736939.6400,0,0.0000,0,0.0000
558,14,28111015.9286,0,0.0000,0,0.0000
559,35,14312214.9167,1,67142.6667,0,0.0000
560,101,14914395.5856,10,286316.1532,0,0.0000
561,88,26593757.5055,3,102190.9560,0,0.0000
562,96,35408484.9307,5,170102.6139,0,0.0000
563,73,24253304.9367,6,304001.8481,0,0.0000
564,83,27028278.7381,1,28707.8333,0,0.0000
565,12,18932055.4615,1,499655.4615,0,0.0000
566,13,8226002.2000,12,1732681.2800,0,0.0000
567,81,45316737.8333,33,1266123.4474,0,0.0000
568,38,39616407.6053,0,0.0000,0,0.0000
569,114,83303436.0263,0,0.0000,0,0.0000
570,22,67509903.0909,0,0.0000,0,0.0000
571,95,89222089.1649,2,83723.1649,0,0.0000
572,32,11411285.8438,0,0.0000,0,0.0000
573,37,18174294.8919,0,0.0000,0,0.0000
574,40,29136264.3000,0,0.0000,0,0.0000
575,40,14873140.6000,0,0.0000,0,0.0000
576,26,12734951.8077,0,0.0000,0,0.0000
577,31,19348563.5161,0,0.0000,0,0.0000
578,35,8655959.8857,0,0.0000,0,0.0000
579,8,11061842.7500,0,0.0000,0,0.0000
580,12,9330672.8333,0,0.0000,0,0.0000
581,5,12067958.2000,0,0.0000,0,0.0000
582,4,13548073.0000,0,0.0000,0,0.0000
583,13,12939302.9231,0,0.0000,0,0.0000
584,2,3759973.5000,0,0.0000,0,0.0000
585,8,9117005.1250,0,0.0000,0,0.0000
586,4,10696640.5000,0,0.0000,0,0.0000
587,8,24099752.2500,0,0.0000,0,0.0000
588,10,14109817.9000,0,0.0000,0,0.0000
589,8,39600012.8750,0,0.0000,0,0.0000
590,19,14807217.7895,0,0.0000,0,0.0000
591,44,10876126.9545,0,0.0000,0,0.0000
592,10,19122729.1000,0,0.0000,0,0.0000
593,7,11009516.5714,0,0.0000,0,0.0000
594,6,9151675.3333,0,0.0000,0,0.0000
595,37,15000747.3243,0,0.0000,0,0.0000
596,5,26929521.0000,0,0.0000,0,0.0000
597,14,22987120.5000,0,0.0000,0,0.0000
598,10,8102479.1000,0,0.0000,0,0.0000
599,3,44518038.3333,0,0.0000,0,0.0000
600,62,13870398.2258,0,0.0000,0,0.0000
601,6,5966397.3333,0,0.0000,0,0.0000
602,15,36973891.3333,0,0.0000,0,0.0000
603,4,39617943.0000,0,0.0000,0,0.0000
604,8,26690683.7500,0,0.0000,0,0.0000
605,1,2308907.0000,0,0.0000,0,0.0000
606,2,3602265.5000,0,0.0000,0,0.0000
607,2,6501354.0000,0,0.0000,0,0.0000
608,4,31178606.5000,0,0.0000,0,0.0000
609,7,35080803.2857,0,0.0000,0,0.0000
610,4,6543424.5000,0,0.0000,0,0.0000
611,14,7535476.0714,0,0.0000,0,0.0000
612,30,11030182.0667,0,0.0000,0,0.0000
613,7,23154345.1429,0,0.0000,0,0.0000
614,4,20041796.7500,0,0.0000,0,0.0000
615,4,22448398.7500,0,0.0000,0,0.0000
616,121,12406516.5455,0,0.0000,0,0.0000
617,5,27896738.8000,0,0.0000,0,0.0000
618,7,43076376.0000,0,0.0000,0,0.0000
619,11,36712357.9091,0,0.0000,0,0.0000
620,7,21781711.1429,0,0.0000,0,0.0000
621,1,7744219.0000,0,0.0000,0,0.0000
623,1,18827187.0000,0,0.0000,0,0.0000
624,15,6963180.4667,0,0.0000,0,0.0000
625,8,49966074.5000,0,0.0000,0,0.0000
626,7,19034516.1429,0,0.0000,0,0.0000
627,9,7017308.8889,0,0.0000,0,0.0000
628,2,45142422.0000,0,0.0000,0,0.0000
629,0,0.0000,1,2720104.0000,0,0.0000
630,7,24340900.1429,0,0.0000,0,0.0000
631,262,8029563.4695,0,0.0000,0,0.0000
632,221,7908461.7738,0,0.0000,0,0.0000
633,1,4459896.0000,0,0.0000,0,0.0000
634,19,10870268.5789,0,0.0000,0,0.0000
635,57,17491056.1930,0,0.0000,0,0.0000
636,7,4481867.4286,0,0.0000,0,0.0000
637,17,8545934.3529,0,0.0000,0,0.0000
638,8,19577649.8750,0,0.0000,0,0.0000
639,9,7494450.0000,0,0.0000,0,0.0000
640,3,37983385.6667,0,0.0000,0,0.0000
641,1,10005000.0000,0,0.0000,0,0.0000
642,3,4252412.6667,0,0.0000,0,0.0000
643,1,3152604.0000,0,0.0000,0,0.0000
644,2,3564375.0000,0,0.0000,0,0.0000
645,1,16016407.0000,0,0.0000,0,0.0000
646,3,15386041.0000,0,0.0000,0,0.0000
647,6,7029018.8333,0,0.0000,0,0.0000
648,7,7665811.2857,0,0.0000,0,0.0000
649,3,35515451.0000,0,0.0000,0,0.0000
650,4,22932826.0000,0,0.0000,0,0.0000
651,9,8484404.1111,0,0.0000,0,0.0000
653,2,27262396.5000,0,0.0000,0,0.0000
654,4,123309570.5000,0,0.0000,0,0.0000
655,4,9912278.5000,0,0.0000,0,0.0000
656,2,8466406.5000,0,0.0000,0,0.0000
657,4,6113007.7500,0,0.0000,0,0.0000
658,8,30227793.0000,0,0.0000,0,0.0000
659,3,31860399.0000,0,0.0000,0,0.0000
660,6,6559798.8571,1,10461636.8571,0,0.0000
661,7,118786971.5714,0,0.0000,0,0.0000
662,2,35665938.0000,0,0.0000,0,0.0000
663,8,20656953.3750,0,0.0000,0,0.0000
664,4,14120546.5000,0,0.0000,0,0.0000
665,3,9976371.0000,0,0.0000,0,0.0000
666,2,40202422.0000,0,0.0000,0,0.0000
667,1,7827812.0000,0,0.0000,0,0.0000
668,5,29310385.0000,0,0.0000,0,0.0000
669,4,53524921.5000,0,0.0000,0,0.0000
670,5,15744510.4000,0,0.0000,0,0.0000
671,1,10715104.0000,0,0.0000,0,0.0000
672,14,7043906.2857,0,0.0000,0,0.0000
673,5,45221145.8000,0,0.0000,0,0.0000
674,3,39287969.0000,0,0.0000,0,0.0000
675,2,10961797.0000,0,0.0000,0,0.0000
676,6,20689149.5000,0,0.0000,0,0.0000
677,3,29956146.0000,0,0.0000,0,0.0000
678,8,22972812.6250,0,0.0000,0,0.0000
679,1,5353073.0000,0,0.0000,0,0.0000
680,4,36386549.7500,0,0.0000,0,0.0000
681,4,41702370.0000,0,0.0000,0,0.0000
682,3,13076423.3333,0,0.0000,0,0.0000
683,6,28731267.3333,0,0.0000,0,0.0000
684,8,16198053.3750,0,0.0000,0,0.0000
685,4,34943776.2500,0,0.0000,0,0.0000
686,2,16105547.0000,0,0.0000,0,0.0000
687,14,9122172.2857,0,0.0000,0,0.0000
688,9,30321076.5556,0,0.0000,0,0.0000
689,10,5722593.7000,0,0.0000,0,0.0000
690,33,14732370.4242,0,0.0000,0,0.0000
691,1,6283073.0000,0,0.0000,0,0.0000
692,3,17538420.0000,0,0.0000,0,0.0000
693,3,11764878.6667,0,0.0000,0,0.0000
694,7,52747448.1429,0,0.0000,0,0.0000
695,6,80149956.0000,0,0.0000,0,0.0000
696,6,26715303.5000,0,0.0000,0,0.0000
697,8,9920058.3750,0,0.0000,0,0.0000
698,2,12776822.5000,0,0.0000,0,0.0000
699,3,12691023.6667,0,0.0000,0,0.0000
700,20,14603961.0000,0,0.0000,0,0.0000
701,3,12645208.6667,0,0.0000,0,0.0000
702,1,2698645.0000,0,0.0000,0,0.0000
703,3,6758038.0000,0,0.0000,0,0.0000
704,3,5901718.3333,0,0.0000,0,0.0000
705,10,12054000.0000,0,0.0000,0,0.0000
706,6,26321918.5000,0,0.0000,0,0.0000
707,3,5855069.3333,0,0.0000,0,0.0000
708,5,23711010.6000,0,0.0000,0,0.0000
709,1,5864896.0000,0,0.0000,0,0.0000
710,2,10636120.0000,0,0.0000,0,0.0000
711,4,345989052.5000,0,0.0000,0,0.0000
713,1,2190316.0000,0,0.0000,0,0.0000
714,6,10271527.3333,0,0.0000,0,0.0000
715,5,6098715.8000,0,0.0000,0,0.0000
716,2,17822787.0000,0,0.0000,0,0.0000
718,2,7196249.5000,0,0.0000,0,0.0000
719,7,26662053.2857,0,0.0000,0,0.0000
720,11,11591088.9091,0,0.0000,0,0.0000
721,8,102175342.1250,0,0.0000,0,0.0000
722,4,6492461.0000,0,0.0000,0,0.0000
723,21,59968752.4286,0,0.0000,0,0.0000
724,13,10481141.6923,0,0.0000,0,0.0000
725,42,18451690.2143,0,0.0000,0,0.0000
726,6,13415920.0000,0,0.0000,0,0.0000
727,13,16023677.9231,0,0.0000,0,0.0000
728,8,7998990.7500,0,0.0000,0,0.0000
729,3,4447760.3333,0,0.0000,0,0.0000
730,17,9871715.6471,0,0.0000,0,0.0000
731,4,7473203.2500,0,0.0000,0,0.0000
732,3,5967153.0000,0,0.0000,0,0.0000
733,4,21026158.5000,0,0.0000,0,0.0000
734,3,12778524.6667,0,0.0000,0,0.0000
735,3,4248957.6667,0,0.0000,0,0.0000
736,4,50181575.7500,0,0.0000,0,0.0000
737,4,40506133.0000,0,0.0000,0,0.0000
738,2,3518906.0000,0,0.0000,0,0.0000
739,1,2196770.0000,0,0.0000,0,0.0000
741,22,14945669.7727,0,0.0000,0,0.0000
742,3,5849479.0000,0,0.0000,0,0.0000
743,3,4521371.3333,0,0.0000,0,0.0000
745,7,31649806.4286,0,0.0000,0,0.0000
746,5,22731750.6000,0,0.0000,0,0.0000
747,4,20305560.0000,0,0.0000,0,0.0000
748,2,5411016.0000,0,0.0000,0,0.0000
749,1,37732030.0000,0,0.0000,0,0.0000
750,2,16205286.5000,0,0.0000,0,0.0000
751,4,25336002.5000,0,0.0000,0,0.0000
752,6,12113402.5000,0,0.0000,0,0.0000
753,8,67912812.3750,0,0.0000,0,0.0000
754,24,15890596.8750,0,0.0000,0,0.0000
755,3,12971024.3333,0,0.0000,0,0.0000
756,14,10752109.2143,0,0.0000,0,0.0000
757,4,6576145.7500,0,0.0000,0,0.0000
758,5,26381469.0000,0,0.0000,0,0.0000
759,4,88308841.0000,0,0.0000,0,0.0000
760,26,90834932.1154,0,0.0000,0,0.0000
761,1,2615104.0000,0,0.0000,0,0.0000
762,3,6524044.3333,0,0.0000,0,0.0000
763,3,7377587.0000,0,0.0000,0,0.0000
764,3,18878403.0000,0,0.0000,0,0.0000
765,57,14251142.1053,0,0.0000,0,0.0000
766,2,6550859.0000,0,0.0000,0,0.0000
767,2,9180703.5000,0,0.0000,0,0.0000
768,606,15099303.3680,0,0.0000,0,0.0000
769,1,2275625.0000,0,0.0000,0,0.0000
770,3,12059635.6667,0,0.0000,0,0.0000
771,5,38574739.6000,0,0.0000,0,0.0000
772,5,19788083.2000,0,0.0000,0,0.0000
773,4,185636315.0000,0,0.0000,0,0.0000
774,3,6199635.0000,0,0.0000,0,0.0000
775,7,27309509.0000,0,0.0000,0,0.0000
776,8,15399348.7500,0,0.0000,0,0.0000
777,4,9809518.5000,0,0.0000,0,0.0000
778,11,9648802.0000,0,0.0000,0,0.0000
779,2,6352109.0000,0,0.0000,0,0.0000
780,34,13373203.1471,0,0.0000,0,0.0000
781,15,22710871.3333,0,0.0000,0,0.0000
782,5,14204448.0000,0,0.0000,0,0.0000
783,28,10142321.3929,0,0.0000,0,0.0000
784,19,12548549.7895,0,0.0000,0,0.0000
785,3,24743507.0000,0,0.0000,0,0.0000
786,5,15475926.8000,0,0.0000,0,0.0000
787,3,18008003.6667,0,0.0000,0,0.0000
788,5,23749791.8000,0,0.0000,0,0.0000
789,5,199162291.6000,0,0.0000,0,0.0000
790,5,20718510.4000,0,0.0000,0,0.0000
791,2,45575886.0000,0,0.0000,0,0.0000
792,4,204484986.7500,0,0.0000,0,0.0000
793,1,9175364.0000,0,0.0000,0,0.0000
794,3,13545191.3333,0,0.0000,0,0.0000
795,4,8772564.7500,0,0.0000,0,0.0000
796,1,16205000.0000,0,0.0000,0,0.0000
797,3,8056788.3333,0,0.0000,0,0.0000
798,7,128428072.8571,0,0.0000,0,0.0000
799,3,8996094.0000,0,0.0000,0,0.0000
800,12,1754569.9140,81,131157877.5269,0,0.0000
801,4,5387239.7500,0,0.0000,0,0.0000
802,4,198807434.5000,0,0.0000,0,0.0000
803,5,14701478.8000,0,0.0000,0,0.0000
804,5,10896281.0000,0,0.0000,0,0.0000
805,6,15719080.0000,0,0.0000,0,0.0000
806,3,46545572.3333,0,0.0000,0,0.0000
807,8,27522031.2500,0,0.0000,0,0.0000
808,2,19982785.5000,0,0.0000,0,0.0000
809,1,2385573.0000,0,0.0000,0,0.0000
810,2,3049896.0000,0,0.0000,0,0.0000
811,4,19176731.5000,0,0.0000,0,0.0000
812,5,29174499.8000,0,0.0000,0,0.0000
813,1,81840156.0000,0,0.0000,0,0.0000
815,5,39384969.4000,0,0.0000,0,0.0000
816,6,8189201.6667,0,0.0000,0,0.0000
817,2,7278281.5000,0,0.0000,0,0.0000
818,4,32987526.2500,0,0.0000,0,0.0000
819,1,7113073.0000,0,0.0000,0,0.0000
820,1,219291.1111,17,5531400.2778,0,0.0000
821,1,14594792.0000,0,0.0000,0,0.0000
822,2,26961536.5000,0,0.0000,0,0.0000
823,9,41260561.1111,0,0.0000,0,0.0000
824,6,42216727.5000,0,0.0000,0,0.0000
825,5,26707750.4000,0,0.0000,0,0.0000
826,7,48342864.1429,0,0.0000,0,0.0000
827,9,42551139.6667,0,0.0000,0,0.0000
828,2,10913385.0000,0,0.0000,0,0.0000
829,2,34867969.0000,0,0.0000,0,0.0000
830,14,29637031.4286,0,0.0000,0,0.0000
831,199,3858477.6030,0,0.0000,0,0.0000
832,5,36032499.8000,0,0.0000,0,0.0000
833,10,41365489.7000,0,0.0000,0,0.0000
834,2,52872656.5000,0,0.0000,0,0.0000
835,2,6252188.0000,0,0.0000,0,0.0000
837,8,19986529.7500,0,0.0000,0,0.0000
838,13,42279575.0000,0,0.0000,0,0.0000
839,11,31263550.9091,0,0.0000,0,0.0000
840,10,30729312.1000,0,0.0000,0,0.0000
841,15,34509631.9333,0,0.0000,0,0.0000
842,13,37323830.3077,0,0.0000,0,0.0000
843,5,20324656.2000,0,0.0000,0,0.0000
844,12,35347295.9167,0,0.0000,0,0.0000
845,2,26401319.3333,1,1787969.0000,0,0.0000
846,7,139748189.8750,1,961334.7500,0,0.0000
847,7,28270950.5000,1,716621.1250,0,0.0000
848,3,19254219.0000,0,0.0000,0,0.0000
849,6,25930997.1429,1,1456041.7143,0,0.0000
850,4,12669694.5714,3,2489590.7143,0,0.0000
851,10,26915165.7273,1,525535.0000,0,0.0000
852,10,170396993.0909,1,968716.8182,0,0.0000
853,9,35207060.1111,0,0.0000,0,0.0000
854,2,12509635.3333,1,2483125.3333,0,0.0000
855,3,24395268.8333,3,2752291.8333,0,0.0000
856,3,31892929.7500,1,1328476.2500,0,0.0000
857,2,21322361.0000,1,2929756.6667,0,0.0000
858,6,61674806.5714,1,976064.0000,0,0.0000
859,3,35087760.0000,1,1373633.0000,0,0.0000
860,2,29223958.6667,1,1820243.3333,0,0.0000
861,2,9367101.0000,1,1701649.0000,0,0.0000
862,1,514096145.5000,1,2737395.5000,0,0.0000
863,2,8336215.3333,1,1949184.3333,0,0.0000
864,11,16436115.4167,1,446553.8333,0,0.0000
865,2,6890552.0000,3,3197343.6000,0,0.0000
866,2,41240555.3333,1,1683889.0000,0,0.0000
867,1,8071510.5000,1,2678776.0000,0,0.0000
868,5,14254229.0000,0,0.0000,0,0.0000
869,2,93003125.0000,0,0.0000,0,0.0000
873,2,3638959.0000,0,0.0000,0,0.0000
874,1,14544063.0000,0,0.0000,0,0.0000
875,6,297134765.6667,0,0.0000,0,0.0000
876,5,38936208.6000,0,0.0000,0,0.0000
878,2,54418645.5000,0,0.0000,0,0.0000
879,3,11039184.0000,0,0.0000,0,0.0000
880,2,9952135.5000,0,0.0000,0,0.0000
881,2,14141744.5000,0,0.0000,0,0.0000
882,8,115889446.7500,0,0.0000,0,0.0000
883,6,12765338.8333,0,0.0000,0,0.0000
884,4,9753463.5000,0,0.0000,0,0.0000
885,7,29325230.8571,0,0.0000,0,0.0000
886,2,72151406.0000,0,0.0000,0,0.0000
887,1,3501510.0000,0,0.0000,0,0.0000
888,3,37962500.3333,0,0.0000,0,0.0000
889,1,21102969.0000,0,0.0000,0,0.0000
890,1,3967813.0000,0,0.0000,0,0.0000
891,3,46098663.3333,0,0.0000,0,0.0000
892,1,4595052.0000,0,0.0000,0,0.0000
893,2,8049583.0000,0,0.0000,0,0.0000
895,5,29437187.2000,0,0.0000,0,0.0000
896,4,35974414.0000,0,0.0000,0,0.0000
897,1,10244843.0000,0,0.0000,0,0.0000
898,1,2393698.0000,0,0.0000,0,0.0000
900,38,15081481.5263,0,0.0000,0,0.0000
901,2,5502995.0000,0,0.0000,0,0.0000
902,1,416700520.0000,0,0.0000,0,0.0000
904,2,2430494.5000,0,0.0000,0,0.0000
905,5,9371520.6000,0,0.0000,0,0.0000
906,3,343859705.0000,0,0.0000,0,0.0000
908,1,18889011.0000,0,0.0000,0,0.0000
910,2,17454036.5000,0,0.0000,0,0.0000
912,2,4868620.5000,0,0.0000,0,0.0000
913,2,13717474.5000,0,0.0000,0,0.0000
914,6,14706510.3333,0,0.0000,0,0.0000
915,15,22264499.6667,0,0.0000,0,0.0000
917,11,19281392.0000,0,0.0000,0,0.0000
918,3,7806146.0000,0,0.0000,0,0.0000
919,6,27941102.0000,0,0.0000,0,0.0000
920,1,160447292.0000,0,0.0000,0,0.0000
922,4,10722330.7500,0,0.0000,0,0.0000
923,9,8583015.0000,0,0.0000,0,0.0000
924,5,14830125.0000,0,0.0000,0,0.0000
925,3,10260468.6667,0,0.0000,0,0.0000
926,10,28675208.3000,0,0.0000,0,0.0000
927,3,16995381.6667,0,0.0000,0,0.0000
928,3,272964875.0000,0,0.0000,0,0.0000
930,1,3979531.0000,0,0.0000,0,0.0000
931,6,16741441.1667,0,0.0000,0,0.0000
932,11,158493376.2727,0,0.0000,0,0.0000
934,1,10116042.0000,0,0.0000,0,0.0000
935,6,44659713.8333,0,0.0000,0,0.0000
936,5,10558906.2000,0,0.0000,0,0.0000
937,2,20859167.0000,0,0.0000,0,0.0000
938,5,82867458.4000,0,0.0000,0,0.0000
939,2,17358490.0000,0,0.0000,0,0.0000
940,1,9000520.0000,0,0.0000,0,0.0000
942,1,3953803.0000,0,0.0000,0,0.0000
945,3,48422656.3333,0,0.0000,0,0.0000
947,6,414754322.6667,0,0.0000,0,0.0000
948,6,29851033.0000,0,0.0000,0,0.0000
949,20,49856033.9500,0,0.0000,0,0.0000
950,7,19159040.1429,0,0.0000,0,0.0000
951,3,24134374.6667,0,0.0000,0,0.0000
952,2,14943411.5000,0,0.0000,0,0.0000
953,2,22468828.5000,0,0.0000,0,0.0000
954,2,9373254.5000,0,0.0000,0,0.0000
956,2,9395963.5000,0,0.0000,0,0.0000
957,2,5371510.5000,0,0.0000,0,0.0000
958,1,12474688.0000,0,0.0000,0,0.0000
959,1,6654063.0000,0,0.0000,0,0.0000
960,1,3847083.0000,0,0.0000,0,0.0000
961,28,19835366.3929,0,0.0000,0,0.0000
962,12,16527960.1667,0,0.0000,0,0.0000
963,1,3111041.0000,0,0.0000,0,0.0000
965,1,3066979.0000,0,0.0000,0,0.0000
966,4,13108932.5000,0,0.0000,0,0.0000
967,2,9280546.5000,0,0.0000,0,0.0000
968,2,22139035.5000,0,0.0000,0,0.0000
969,6,43496527.8333,0,0.0000,0,0.0000
970,3,21395434.3333,0,0.0000,0,0.0000
972,3,39726875.0000,0,0.0000,0,0.0000
973,4,8864622.5000,0,0.0000,0,0.0000
974,3,20861024.3333,0,0.0000,0,0.0000
975,25,6633106.1200,0,0.0000,0,0.0000
976,4,41858619.7500,0,0.0000,0,0.0000
977,12,16451063.3333,0,0.0000,0,0.0000
978,2,12042526.0000,0,0.0000,0,0.0000
979,24,15359895.8750,0,0.0000,0,0.0000
980,11,25776875.0000,0,0.0000,0,0.0000
981,1,11087916.0000,0,0.0000,0,0.0000
982,9,8648049.8889,0,0.0000,0,0.0000
983,5,27447562.6000,0,0.0000,0,0.0000
984,3,8583020.6667,0,0.0000,0,0.0000
985,7,12079441.8571,0,0.0000,0,0.0000
986,16,13913226.0000,0,0.0000,0,0.0000
987,4,261731562.0000,0,0.0000,0,0.0000
988,1,10855104.0000,0,0.0000,0,0.0000
989,1,17466197.0000,0,0.0000,0,0.0000
990,61,7039126.5902,0,0.0000,0,0.0000
991,179,5297135.0986,115,12342804.8639,0,0.0000
992,15,3430368.8980,34,17568544.9388,0,0.0000
993,46,4302282.9085,96,17206163.4085,0,0.0000
994,23,9860665.5833,13,9949364.8333,0,0.0000
995,167,4946020.1706,126,12610321.7509,0,0.0000
996,8,3078654.4167,16,18195777.0000,0,0.0000
997,613,4976974.6517,501,11432613.1858,0,0.0000
998,323,4998163.6575,369,14281609.6445,0,0.0000
999,16808,5863169.2939,12799,13976546.1393,0,0.0000
1000,4517,8187441.8405,4854,15689136.7640,0,0.0000
1001,165,1300933.4799,952,21779732.8353,0,0.0000
1002,192,1988480.9457,544,19136705.8723,0,0.0000
1003,6,2111818.0593,112,31230365.5085,0,0.0000
1004,1,14155416.6667,2,10461059.3333,0,0.0000
1005,3,323603056.0000,0,0.0000,0,0.0000
1007,29,7070003.6207,0,0.0000,0,0.0000
1008,26,7638711.9615,0,0.0000,0,0.0000
1009,34,9518144.7353,0,0.0000,0,0.0000
1010,2,7258281.5000,0,0.0000,0,0.0000
1012,3,11806441.3333,0,0.0000,0,0.0000
1013,2,8961952.5000,0,0.0000,0,0.0000
1014,4,27942591.2500,0,0.0000,0,0.0000
1015,3,21963316.0000,0,0.0000,0,0.0000
1016,4,18725156.5000,0,0.0000,0,0.0000
1017,4,77847864.2500,0,0.0000,0,0.0000
1018,11,15472514.1818,0,0.0000,0,0.0000
1019,10,18614452.9000,0,0.0000,0,0.0000
1020,1,5297968.0000,0,0.0000,0,0.0000
1023,19,11604333.8421,0,0.0000,0,0.0000
1024,12,16655520.7500,0,0.0000,0,0.0000
1025,7,15993802.1429,0,0.0000,0,0.0000
1026,13,13838825.7692,0,0.0000,0,0.0000
1027,4,16444778.7500,0,0.0000,0,0.0000
1028,2,7079058.0000,0,0.0000,0,0.0000
1029,8,190530859.2500,0,0.0000,0,0.0000
1030,8,31691165.7500,0,0.0000,0,0.0000
1031,37,8736744.2703,0,0.0000,0,0.0000
1032,159,11993704.4151,0,0.0000,0,0.0000
